Date,Units Sold,IQR_Anomaly
2023-03-20,167,0
2023-03-20,38,0
2023-03-20,64,0
2023-03-20,69,0
2023-03-20,92,0
2023-03-20,5,0
2023-03-20,173,0
2023-03-20,57,0
2023-03-20,97,0
2023-03-20,62,0
2023-03-20,199,0
2023-03-20,21,0
2023-03-20,22,0
2023-03-20,175,0
2023-03-20,25,0
2023-03-20,116,0
2023-03-20,253,0
2023-03-20,37,0
2023-03-20,298,0
2023-03-20,201,0
2023-03-20,1,0
2023-03-20,76,0
2023-03-20,43,0
2023-03-20,278,0
2023-03-20,146,0
2023-03-20,210,0
2023-03-20,107,0
2023-03-20,2,0
2023-03-20,185,0
2023-03-20,11,0
2023-03-20,20,0
2023-03-20,286,0
2023-03-20,279,0
2023-03-20,86,0
2023-03-20,324,0
2023-03-20,135,0
2023-03-20,130,0
2023-03-20,121,0
2023-03-20,227,0
2023-03-20,129,0
2023-03-20,212,0
2023-03-20,214,0
2023-03-20,8,0
2023-03-20,69,0
2023-03-20,180,0
2023-03-20,46,0
2023-03-20,43,0
2023-03-20,46,0
2023-03-20,369,0
2023-03-20,56,0
2023-03-20,2,0
2023-03-20,9,0
2023-03-20,92,0
2023-03-20,35,0
2023-03-20,43,0
2023-03-20,107,0
2023-03-20,51,0
2023-03-20,354,0
2023-03-20,209,0
2023-03-20,228,0
2023-03-20,130,0
2023-03-20,142,0
2023-03-20,228,0
2023-03-20,126,0
2023-03-20,67,0
2023-03-20,259,0
2023-03-20,300,0
2023-03-20,8,0
2023-03-20,391,0
2023-03-20,257,0
2023-03-20,407,0
2023-03-20,169,0
2023-03-21,38,0
2023-03-21,106,0
2023-03-21,52,0
2023-03-21,53,0
2023-03-21,142,0
2023-03-21,18,0
2023-03-21,66,0
2023-03-21,11,0
2023-03-21,257,0
2023-03-21,149,0
2023-03-21,187,0
2023-03-21,152,0
2023-03-21,14,0
2023-03-21,267,0
2023-03-21,53,0
2023-03-21,417,0
2023-03-21,170,0
2023-03-21,6,0
2023-03-21,348,0
2023-03-21,22,0
2023-03-21,156,0
2023-03-21,27,0
2023-03-21,77,0
2023-03-21,107,0
2023-03-21,206,0
2023-03-21,185,0
2023-03-21,45,0
2023-03-21,188,0
2023-03-21,47,0
2023-03-21,116,0
2023-03-21,314,0
2023-03-21,184,0
2023-03-21,111,0
2023-03-21,205,0
2023-03-21,3,0
2023-03-21,194,0
2023-03-21,187,0
2023-03-21,36,0
2023-03-21,140,0
2023-03-21,86,0
2023-03-21,188,0
2023-03-21,207,0
2023-03-21,189,0
2023-03-21,224,0
2023-03-21,139,0
2023-03-21,121,0
2023-03-21,232,0
2023-03-21,223,0
2023-03-21,25,0
2023-03-21,96,0
2023-03-21,370,0
2023-03-21,306,0
2023-03-21,76,0
2023-03-21,83,0
2023-03-21,22,0
2023-03-21,381,0
2023-03-21,323,0
2023-03-21,182,0
2023-03-21,117,0
2023-03-21,70,0
2023-03-21,315,0
2023-03-21,105,0
2023-03-21,9,0
2023-03-21,19,0
2023-03-21,164,0
2023-03-21,212,0
2023-03-21,19,0
2023-03-21,1,0
2023-03-21,42,0
2023-03-21,74,0
2023-03-21,24,0
2023-03-21,139,0
2023-03-21,23,0
2023-03-21,87,0
2023-03-21,5,0
2023-03-21,175,0
2023-03-21,8,0
2023-03-21,145,0
2023-03-21,83,0
2023-03-21,236,0
2023-03-21,139,0
2023-03-21,46,0
2023-03-21,155,0
2023-03-21,138,0
2023-03-21,140,0
2023-03-21,17,0
2023-03-21,71,0
2023-03-21,239,0
2023-03-21,38,0
2023-03-21,6,0
2023-03-21,168,0
2023-03-21,43,0
2023-03-21,64,0
2023-03-21,67,0
2023-03-21,35,0
2023-03-21,175,0
2023-03-21,114,0
2023-03-21,10,0
2023-03-21,29,0
2023-03-21,58,0
2023-03-22,262,0
2023-03-22,112,0
2023-03-22,28,0
2023-03-22,386,0
2023-03-22,43,0
2023-03-22,219,0
2023-03-22,124,0
2023-03-22,88,0
2023-03-22,11,0
2023-03-22,77,0
2023-03-22,51,0
2023-03-22,216,0
2023-03-22,107,0
2023-03-22,163,0
2023-03-22,151,0
2023-03-22,312,0
2023-03-22,371,0
2023-03-22,242,0
2023-03-22,140,0
2023-03-22,122,0
2023-03-22,197,0
2023-03-22,24,0
2023-03-22,8,0
2023-03-22,15,0
2023-03-22,174,0
2023-03-22,323,0
2023-03-22,187,0
2023-03-22,311,0
2023-03-22,34,0
2023-03-22,445,1
2023-03-22,56,0
2023-03-22,85,0
2023-03-22,283,0
2023-03-22,116,0
2023-03-22,179,0
2023-03-22,18,0
2023-03-22,203,0
2023-03-22,117,0
2023-03-22,204,0
2023-03-22,70,0
2023-03-22,194,0
2023-03-22,84,0
2023-03-22,413,0
2023-03-22,18,0
2023-03-22,94,0
2023-03-22,94,0
2023-03-22,154,0
2023-03-22,130,0
2023-03-22,126,0
2023-03-22,167,0
2023-03-22,228,0
2023-03-22,7,0
2023-03-22,203,0
2023-03-22,82,0
2023-03-22,22,0
2023-03-22,96,0
2023-03-22,70,0
2023-03-22,2,0
2023-03-22,175,0
2023-03-22,6,0
2023-03-22,63,0
2023-03-22,109,0
2023-03-22,98,0
2023-03-22,247,0
2023-03-22,66,0
2023-03-22,24,0
2023-03-22,21,0
2023-03-22,25,0
2023-03-22,29,0
2023-03-22,5,0
2023-03-22,168,0
2023-03-22,19,0
2023-03-22,102,0
2023-03-22,397,0
2023-03-22,129,0
2023-03-22,63,0
2023-03-22,199,0
2023-03-22,230,0
2023-03-22,123,0
2023-03-22,81,0
2023-03-22,97,0
2023-03-22,181,0
2023-03-22,111,0
2023-03-22,95,0
2023-03-22,172,0
2023-03-22,197,0
2023-03-22,57,0
2023-03-22,53,0
2023-03-22,229,0
2023-03-22,32,0
2023-03-22,294,0
2023-03-22,157,0
2023-03-22,226,0
2023-03-22,8,0
2023-03-22,178,0
2023-03-22,83,0
2023-03-22,194,0
2023-03-22,54,0
2023-03-22,74,0
2023-03-22,62,0
2023-03-23,22,0
2023-03-23,235,0
2023-03-23,50,0
2023-03-23,72,0
2023-03-23,77,0
2023-03-23,429,0
2023-03-23,41,0
2023-03-23,155,0
2023-03-23,109,0
2023-03-23,346,0
2023-03-23,44,0
2023-03-23,190,0
2023-03-23,195,0
2023-03-23,14,0
2023-03-23,114,0
2023-03-23,261,0
2023-03-23,437,1
2023-03-23,369,0
2023-03-23,218,0
2023-03-23,155,0
2023-03-23,245,0
2023-03-23,152,0
2023-03-23,160,0
2023-03-23,52,0
2023-03-23,307,0
2023-03-23,100,0
2023-03-23,184,0
2023-03-23,141,0
2023-03-23,119,0
2023-03-23,156,0
2023-03-23,125,0
2023-03-23,185,0
2023-03-23,81,0
2023-03-23,38,0
2023-03-23,33,0
2023-03-23,32,0
2023-03-23,21,0
2023-03-23,22,0
2023-03-23,86,0
2023-03-23,111,0
2023-03-23,47,0
2023-03-23,119,0
2023-03-23,105,0
2023-03-23,71,0
2023-03-23,115,0
2023-03-23,224,0
2023-03-23,5,0
2023-03-23,189,0
2023-03-23,114,0
2023-03-23,65,0
2023-03-23,168,0
2023-03-23,71,0
2023-03-23,88,0
2023-03-23,145,0
2023-03-23,219,0
2023-03-23,421,0
2023-03-23,274,0
2023-03-23,255,0
2023-03-23,116,0
2023-03-23,51,0
2023-03-23,252,0
2023-03-23,41,0
2023-03-23,176,0
2023-03-23,41,0
2023-03-23,75,0
2023-03-23,76,0
2023-03-23,57,0
2023-03-23,215,0
2023-03-23,170,0
2023-03-23,89,0
2023-03-23,255,0
2023-03-23,80,0
2023-03-23,186,0
2023-03-23,16,0
2023-03-23,55,0
2023-03-23,254,0
2023-03-23,138,0
2023-03-23,24,0
2023-03-23,32,0
2023-03-23,40,0
2023-03-23,109,0
2023-03-23,212,0
2023-03-23,202,0
2023-03-23,110,0
2023-03-23,66,0
2023-03-23,176,0
2023-03-23,84,0
2023-03-23,165,0
2023-03-23,84,0
2023-03-23,36,0
2023-03-23,10,0
2023-03-23,51,0
2023-03-23,344,0
2023-03-23,91,0
2023-03-23,1,0
2023-03-23,66,0
2023-03-23,234,0
2023-03-23,22,0
2023-03-23,296,0
2023-03-23,446,1
2023-03-24,239,0
2023-03-24,17,0
2023-03-24,317,0
2023-03-24,291,0
2023-03-24,70,0
2023-03-24,140,0
2023-03-24,120,0
2023-03-24,6,0
2023-03-24,30,0
2023-03-24,65,0
2023-03-24,28,0
2023-03-24,68,0
2023-03-24,70,0
2023-03-24,29,0
2023-03-24,15,0
2023-03-24,155,0
2023-03-24,178,0
2023-03-24,94,0
2023-03-24,53,0
2023-03-24,184,0
2023-03-24,59,0
2023-03-24,165,0
2023-03-24,58,0
2023-03-24,122,0
2023-03-24,50,0
2023-03-24,48,0
2023-03-24,87,0
2023-03-24,46,0
2023-03-24,261,0
2023-03-24,50,0
2023-03-24,199,0
2023-03-24,71,0
2023-03-24,245,0
2023-03-24,203,0
2023-03-24,206,0
2023-03-24,168,0
2023-03-24,23,0
2023-03-24,267,0
2023-03-24,154,0
2023-03-24,69,0
2023-03-24,86,0
2023-03-24,47,0
2023-03-24,2,0
2023-03-24,16,0
2023-03-24,30,0
2023-03-24,14,0
2023-03-24,62,0
2023-03-24,16,0
2023-03-24,31,0
2023-03-24,72,0
2023-03-24,73,0
2023-03-24,302,0
2023-03-24,327,0
2023-03-24,84,0
2023-03-24,16,0
2023-03-24,332,0
2023-03-24,36,0
2023-03-24,216,0
2023-03-24,94,0
2023-03-24,146,0
2023-03-24,107,0
2023-03-24,43,0
2023-03-24,196,0
2023-03-24,404,0
2023-03-24,164,0
2023-03-24,108,0
2023-03-24,132,0
2023-03-24,49,0
2023-03-24,7,0
2023-03-24,20,0
2023-03-24,96,0
2023-03-24,336,0
2023-03-24,330,0
2023-03-24,33,0
2023-03-24,61,0
2023-03-24,219,0
2023-03-24,205,0
2023-03-24,136,0
2023-03-24,102,0
2023-03-24,67,0
2023-03-24,16,0
2023-03-24,128,0
2023-03-24,44,0
2023-03-24,17,0
2023-03-24,372,0
2023-03-24,33,0
2023-03-24,95,0
2023-03-24,9,0
2023-03-24,175,0
2023-03-24,156,0
2023-03-24,258,0
2023-03-24,273,0
2023-03-24,211,0
2023-03-24,365,0
2023-03-24,189,0
2023-03-24,33,0
2023-03-24,94,0
2023-03-24,36,0
2023-03-24,81,0
2023-03-24,28,0
2023-03-25,382,0
2023-03-25,117,0
2023-03-25,28,0
2023-03-25,145,0
2023-03-25,253,0
2023-03-25,282,0
2023-03-25,293,0
2023-03-25,217,0
2023-03-25,193,0
2023-03-25,38,0
2023-03-25,140,0
2023-03-25,7,0
2023-03-25,99,0
2023-03-25,84,0
2023-03-25,232,0
2023-03-25,81,0
2023-03-25,14,0
2023-03-25,23,0
2023-03-25,166,0
2023-03-25,21,0
2023-03-25,205,0
2023-03-25,75,0
2023-03-25,344,0
2023-03-25,84,0
2023-03-25,53,0
2023-03-25,109,0
2023-03-25,101,0
2023-03-25,26,0
2023-03-25,218,0
2023-03-25,257,0
2023-03-25,278,0
2023-03-25,8,0
2023-03-25,101,0
2023-03-25,66,0
2023-03-25,192,0
2023-03-25,30,0
2023-03-25,150,0
2023-03-25,177,0
2023-03-25,98,0
2023-03-25,257,0
2023-03-25,111,0
2023-03-25,215,0
2023-03-25,86,0
2023-03-25,129,0
2023-03-25,113,0
2023-03-25,301,0
2023-03-25,367,0
2023-03-25,407,0
2023-03-25,73,0
2023-03-25,7,0
2023-03-25,111,0
2023-03-25,101,0
2023-03-25,349,0
2023-03-25,32,0
2023-03-25,274,0
2023-03-25,157,0
2023-03-25,106,0
2023-03-25,166,0
2023-03-25,140,0
2023-03-25,28,0
2023-03-25,146,0
2023-03-25,161,0
2023-03-25,222,0
2023-03-25,7,0
2023-03-25,255,0
2023-03-25,91,0
2023-03-25,69,0
2023-03-25,64,0
2023-03-25,101,0
2023-03-25,43,0
2023-03-25,18,0
2023-03-25,37,0
2023-03-25,11,0
2023-03-25,138,0
2023-03-25,444,1
2023-03-25,84,0
2023-03-25,146,0
2023-03-25,45,0
2023-03-25,125,0
2023-03-25,75,0
2023-03-25,182,0
2023-03-25,30,0
2023-03-25,261,0
2023-03-25,44,0
2023-03-25,121,0
2023-03-25,382,0
2023-03-25,167,0
2023-03-25,271,0
2023-03-25,5,0
2023-03-25,82,0
2023-03-25,104,0
2023-03-25,85,0
2023-03-25,33,0
2023-03-25,83,0
2023-03-25,313,0
2023-03-25,19,0
2023-03-25,22,0
2023-03-25,6,0
2023-03-25,28,0
2023-03-25,240,0
2023-03-26,289,0
2023-03-26,99,0
2023-03-26,175,0
2023-03-26,16,0
2023-03-26,32,0
2023-03-26,42,0
2023-03-26,97,0
2023-03-26,126,0
2023-03-26,92,0
2023-03-26,158,0
2023-03-26,165,0
2023-03-26,111,0
2023-03-26,7,0
2023-03-26,62,0
2023-03-26,4,0
2023-03-26,16,0
2023-03-26,18,0
2023-03-26,300,0
2023-03-26,17,0
2023-03-26,10,0
2023-03-26,249,0
2023-03-26,18,0
2023-03-26,8,0
2023-03-26,126,0
2023-03-26,44,0
2023-03-26,103,0
2023-03-26,226,0
2023-03-26,47,0
2023-03-26,46,0
2023-03-26,261,0
2023-03-26,82,0
2023-03-26,199,0
2023-03-26,277,0
2023-03-26,281,0
2023-03-26,154,0
2023-03-26,141,0
2023-03-26,59,0
2023-03-26,74,0
2023-03-26,275,0
2023-03-26,42,0
2023-03-26,100,0
2023-03-26,20,0
2023-03-26,33,0
2023-03-26,268,0
2023-03-26,359,0
2023-03-26,63,0
2023-03-26,13,0
2023-03-26,31,0
2023-03-26,36,0
2023-03-26,104,0
2023-03-26,23,0
2023-03-26,325,0
2023-03-26,170,0
2023-03-26,187,0
2023-03-26,474,1
2023-03-26,44,0
2023-03-26,175,0
2023-03-26,245,0
2023-03-26,52,0
2023-03-26,130,0
2023-03-26,67,0
2023-03-26,44,0
2023-03-26,235,0
2023-03-26,1,0
2023-03-26,132,0
2023-03-26,396,0
2023-03-26,165,0
2023-03-26,118,0
2023-03-26,95,0
2023-03-26,303,0
2023-03-26,48,0
2023-03-26,4,0
2023-03-26,194,0
2023-03-26,33,0
2023-03-26,114,0
2023-03-26,73,0
2023-03-26,186,0
2023-03-26,265,0
2023-03-26,1,0
2023-03-26,147,0
2023-03-26,70,0
2023-03-26,220,0
2023-03-26,140,0
2023-03-26,50,0
2023-03-26,149,0
2023-03-26,48,0
2023-03-26,116,0
2023-03-26,111,0
2023-03-26,170,0
2023-03-26,247,0
2023-03-26,4,0
2023-03-26,189,0
2023-03-26,74,0
2023-03-26,49,0
2023-03-26,196,0
2023-03-26,64,0
2023-03-26,55,0
2023-03-26,89,0
2023-03-26,168,0
2023-03-26,85,0
2023-03-27,90,0
2023-03-27,427,0
2023-03-27,71,0
2023-03-27,118,0
2023-03-27,129,0
2023-03-27,228,0
2023-03-27,104,0
2023-03-27,259,0
2023-03-27,232,0
2023-03-27,38,0
2023-03-27,48,0
2023-03-27,61,0
2023-03-27,34,0
2023-03-27,287,0
2023-03-27,119,0
2023-03-27,156,0
2023-03-27,406,0
2023-03-27,295,0
2023-03-27,83,0
2023-03-27,59,0
2023-03-27,55,0
2023-03-27,56,0
2023-03-27,82,0
2023-03-27,72,0
2023-03-27,117,0
2023-03-27,186,0
2023-03-27,40,0
2023-03-27,306,0
2023-03-27,121,0
2023-03-27,43,0
2023-03-27,335,0
2023-03-27,7,0
2023-03-27,422,0
2023-03-27,196,0
2023-03-27,28,0
2023-03-27,31,0
2023-03-27,213,0
2023-03-27,12,0
2023-03-27,79,0
2023-03-27,179,0
2023-03-27,197,0
2023-03-27,221,0
2023-03-27,112,0
2023-03-27,60,0
2023-03-27,170,0
2023-03-27,21,0
2023-03-27,250,0
2023-03-27,22,0
2023-03-27,83,0
2023-03-27,139,0
2023-03-27,372,0
2023-03-27,4,0
2023-03-27,178,0
2023-03-27,60,0
2023-03-27,229,0
2023-03-27,185,0
2023-03-27,73,0
2023-03-27,159,0
2023-03-27,19,0
2023-03-27,352,0
2023-03-27,61,0
2023-03-27,63,0
2023-03-27,1,0
2023-03-27,167,0
2023-03-27,14,0
2023-03-27,436,1
2023-03-27,80,0
2023-03-27,93,0
2023-03-27,58,0
2023-03-27,142,0
2023-03-27,19,0
2023-03-27,41,0
2023-03-27,412,0
2023-03-27,249,0
2023-03-27,237,0
2023-03-27,131,0
2023-03-27,53,0
2023-03-27,33,0
2023-03-27,83,0
2023-03-27,187,0
2023-03-27,234,0
2023-03-27,39,0
2023-03-27,205,0
2023-03-27,33,0
2023-03-27,210,0
2023-03-27,234,0
2023-03-27,85,0
2023-03-27,161,0
2023-03-27,55,0
2023-03-27,36,0
2023-03-27,112,0
2023-03-27,218,0
2023-03-27,160,0
2023-03-27,29,0
2023-03-27,81,0
2023-03-27,93,0
2023-03-27,74,0
2023-03-27,91,0
2023-03-27,74,0
2023-03-27,135,0
2023-03-28,339,0
2023-03-28,85,0
2023-03-28,110,0
2023-03-28,451,1
2023-03-28,18,0
2023-03-28,349,0
2023-03-28,286,0
2023-03-28,199,0
2023-03-28,203,0
2023-03-28,109,0
2023-03-28,42,0
2023-03-28,54,0
2023-03-28,146,0
2023-03-28,341,0
2023-03-28,2,0
2023-03-28,212,0
2023-03-28,149,0
2023-03-28,45,0
2023-03-28,284,0
2023-03-28,115,0
2023-03-28,189,0
2023-03-28,100,0
2023-03-28,102,0
2023-03-28,136,0
2023-03-28,406,0
2023-03-28,197,0
2023-03-28,72,0
2023-03-28,3,0
2023-03-28,310,0
2023-03-28,82,0
2023-03-28,79,0
2023-03-28,27,0
2023-03-28,63,0
2023-03-28,178,0
2023-03-28,116,0
2023-03-28,11,0
2023-03-28,478,1
2023-03-28,230,0
2023-03-28,42,0
2023-03-28,244,0
2023-03-28,123,0
2023-03-28,435,1
2023-03-28,120,0
2023-03-28,75,0
2023-03-28,140,0
2023-03-28,283,0
2023-03-28,388,0
2023-03-28,168,0
2023-03-28,296,0
2023-03-28,8,0
2023-03-28,100,0
2023-03-28,5,0
2023-03-28,360,0
2023-03-28,14,0
2023-03-28,120,0
2023-03-28,472,1
2023-03-28,256,0
2023-03-28,101,0
2023-03-28,35,0
2023-03-28,94,0
2023-03-28,15,0
2023-03-28,339,0
2023-03-28,121,0
2023-03-28,98,0
2023-03-28,27,0
2023-03-28,338,0
2023-03-28,295,0
2023-03-28,85,0
2023-03-28,79,0
2023-03-28,17,0
2023-03-28,166,0
2023-03-28,268,0
2023-03-28,52,0
2023-03-28,17,0
2023-03-28,6,0
2023-03-28,253,0
2023-03-28,123,0
2023-03-28,124,0
2023-03-28,266,0
2023-03-28,246,0
2023-03-28,111,0
2023-03-28,240,0
2023-03-28,294,0
2023-03-28,192,0
2023-03-28,28,0
2023-03-28,68,0
2023-03-28,155,0
2023-03-28,68,0
2023-03-28,6,0
2023-03-28,110,0
2023-03-28,138,0
2023-03-28,260,0
2023-03-28,104,0
2023-03-28,151,0
2023-03-28,247,0
2023-03-28,74,0
2023-03-28,173,0
2023-03-28,244,0
2023-03-28,310,0
2023-03-28,31,0
2023-03-29,159,0
2023-03-29,103,0
2023-03-29,293,0
2023-03-29,116,0
2023-03-29,78,0
2023-03-29,32,0
2023-03-29,140,0
2023-03-29,214,0
2023-03-29,33,0
2023-03-29,101,0
2023-03-29,26,0
2023-03-29,211,0
2023-03-29,196,0
2023-03-29,0,0
2023-03-29,223,0
2023-03-29,46,0
2023-03-29,96,0
2023-03-29,338,0
2023-03-29,103,0
2023-03-29,401,0
2023-03-29,249,0
2023-03-29,205,0
2023-03-29,209,0
2023-03-29,238,0
2023-03-29,167,0
2023-03-29,179,0
2023-03-29,58,0
2023-03-29,72,0
2023-03-29,139,0
2023-03-29,236,0
2023-03-29,74,0
2023-03-29,78,0
2023-03-29,3,0
2023-03-29,101,0
2023-03-29,60,0
2023-03-29,88,0
2023-03-29,10,0
2023-03-29,171,0
2023-03-29,32,0
2023-03-29,32,0
2023-03-29,116,0
2023-03-29,437,1
2023-03-29,19,0
2023-03-29,142,0
2023-03-29,244,0
2023-03-29,47,0
2023-03-29,24,0
2023-03-29,220,0
2023-03-29,153,0
2023-03-29,296,0
2023-03-29,301,0
2023-03-29,2,0
2023-03-29,199,0
2023-03-29,30,0
2023-03-29,438,1
2023-03-29,335,0
2023-03-29,95,0
2023-03-29,114,0
2023-03-29,274,0
2023-03-29,359,0
2023-03-29,0,0
2023-03-29,8,0
2023-03-29,236,0
2023-03-29,98,0
2023-03-29,99,0
2023-03-29,176,0
2023-03-29,137,0
2023-03-29,266,0
2023-03-29,127,0
2023-03-29,377,0
2023-03-29,155,0
2023-03-29,133,0
2023-03-29,170,0
2023-03-29,35,0
2023-03-29,118,0
2023-03-29,6,0
2023-03-29,368,0
2023-03-29,72,0
2023-03-29,61,0
2023-03-29,343,0
2023-03-29,197,0
2023-03-29,168,0
2023-03-29,161,0
2023-03-29,40,0
2023-03-29,21,0
2023-03-29,136,0
2023-03-29,12,0
2023-03-29,64,0
2023-03-29,110,0
2023-03-29,95,0
2023-03-29,215,0
2023-03-29,271,0
2023-03-29,179,0
2023-03-29,37,0
2023-03-29,229,0
2023-03-29,72,0
2023-03-29,5,0
2023-03-29,106,0
2023-03-29,80,0
2023-03-29,189,0
2023-03-30,35,0
2023-03-30,294,0
2023-03-30,93,0
2023-03-30,317,0
2023-03-30,190,0
2023-03-30,85,0
2023-03-30,157,0
2023-03-30,87,0
2023-03-30,42,0
2023-03-30,294,0
2023-03-30,141,0
2023-03-30,97,0
2023-03-30,45,0
2023-03-30,134,0
2023-03-30,13,0
2023-03-30,26,0
2023-03-30,260,0
2023-03-30,88,0
2023-03-30,327,0
2023-03-30,321,0
2023-03-30,35,0
2023-03-30,243,0
2023-03-30,40,0
2023-03-30,129,0
2023-03-30,83,0
2023-03-30,367,0
2023-03-30,154,0
2023-03-30,72,0
2023-03-30,27,0
2023-03-30,69,0
2023-03-30,95,0
2023-03-30,101,0
2023-03-30,87,0
2023-03-30,110,0
2023-03-30,103,0
2023-03-30,33,0
2023-03-30,245,0
2023-03-30,27,0
2023-03-30,234,0
2023-03-30,295,0
2023-03-30,341,0
2023-03-30,41,0
2023-03-30,38,0
2023-03-30,155,0
2023-03-30,112,0
2023-03-30,67,0
2023-03-30,242,0
2023-03-30,244,0
2023-03-30,437,1
2023-03-30,222,0
2023-03-30,322,0
2023-03-30,42,0
2023-03-30,245,0
2023-03-30,68,0
2023-03-30,129,0
2023-03-30,80,0
2023-03-30,106,0
2023-03-30,210,0
2023-03-30,50,0
2023-03-30,206,0
2023-03-30,86,0
2023-03-30,117,0
2023-03-30,48,0
2023-03-30,118,0
2023-03-30,26,0
2023-03-30,40,0
2023-03-30,45,0
2023-03-30,96,0
2023-03-30,165,0
2023-03-30,35,0
2023-03-30,10,0
2023-03-30,202,0
2023-03-30,296,0
2023-03-30,27,0
2023-03-30,406,0
2023-03-30,176,0
2023-03-30,33,0
2023-03-30,28,0
2023-03-30,97,0
2023-03-30,203,0
2023-03-30,157,0
2023-03-30,336,0
2023-03-30,12,0
2023-03-30,127,0
2023-03-30,12,0
2023-03-30,63,0
2023-03-30,81,0
2023-03-30,23,0
2023-03-30,31,0
2023-03-30,17,0
2023-03-30,101,0
2023-03-30,268,0
2023-03-30,107,0
2023-03-30,64,0
2023-03-30,85,0
2023-03-30,66,0
2023-03-30,183,0
2023-03-30,66,0
2023-03-30,100,0
2023-03-30,343,0
2023-03-31,171,0
2023-03-31,26,0
2023-03-31,141,0
2023-03-31,34,0
2023-03-31,130,0
2023-03-31,47,0
2023-03-31,344,0
2023-03-31,17,0
2023-03-31,71,0
2023-03-31,181,0
2023-03-31,48,0
2023-03-31,19,0
2023-03-31,21,0
2023-03-31,159,0
2023-03-31,29,0
2023-03-31,134,0
2023-03-31,39,0
2023-03-31,28,0
2023-03-31,112,0
2023-03-31,175,0
2023-03-31,125,0
2023-03-31,42,0
2023-03-31,118,0
2023-03-31,135,0
2023-03-31,203,0
2023-03-31,9,0
2023-03-31,166,0
2023-03-31,107,0
2023-03-31,74,0
2023-03-31,369,0
2023-03-31,309,0
2023-03-31,318,0
2023-03-31,241,0
2023-03-31,30,0
2023-03-31,294,0
2023-03-31,133,0
2023-03-31,70,0
2023-03-31,318,0
2023-03-31,65,0
2023-03-31,361,0
2023-03-31,42,0
2023-03-31,158,0
2023-03-31,36,0
2023-03-31,405,0
2023-03-31,203,0
2023-03-31,82,0
2023-03-31,130,0
2023-03-31,53,0
2023-03-31,82,0
2023-03-31,188,0
2023-03-31,153,0
2023-03-31,3,0
2023-03-31,53,0
2023-03-31,110,0
2023-03-31,49,0
2023-03-31,331,0
2023-03-31,26,0
2023-03-31,89,0
2023-03-31,57,0
2023-03-31,326,0
2023-03-31,208,0
2023-03-31,264,0
2023-03-31,421,0
2023-03-31,155,0
2023-03-31,36,0
2023-03-31,40,0
2023-03-31,56,0
2023-03-31,300,0
2023-03-31,73,0
2023-03-31,170,0
2023-03-31,26,0
2023-03-31,246,0
2023-03-31,406,0
2023-03-31,171,0
2023-03-31,67,0
2023-03-31,10,0
2023-03-31,201,0
2023-03-31,64,0
2023-03-31,197,0
2023-03-31,89,0
2023-03-31,148,0
2023-03-31,25,0
2023-03-31,158,0
2023-03-31,70,0
2023-03-31,360,0
2023-03-31,133,0
2023-03-31,55,0
2023-03-31,149,0
2023-03-31,36,0
2023-03-31,64,0
2023-03-31,255,0
2023-03-31,17,0
2023-03-31,52,0
2023-03-31,28,0
2023-03-31,37,0
2023-03-31,51,0
2023-03-31,18,0
2023-03-31,13,0
2023-03-31,140,0
2023-03-31,100,0
2023-04-01,308,0
2023-04-01,31,0
2023-04-01,68,0
2023-04-01,62,0
2023-04-01,28,0
2023-04-01,78,0
2023-04-01,146,0
2023-04-01,40,0
2023-04-01,335,0
2023-04-01,86,0
2023-04-01,343,0
2023-04-01,43,0
2023-04-01,398,0
2023-04-01,26,0
2023-04-01,104,0
2023-04-01,87,0
2023-04-01,17,0
2023-04-01,112,0
2023-04-01,0,0
2023-04-01,48,0
2023-04-01,84,0
2023-04-01,112,0
2023-04-01,70,0
2023-04-01,354,0
2023-04-01,16,0
2023-04-01,13,0
2023-04-01,14,0
2023-04-01,87,0
2023-04-01,121,0
2023-04-01,13,0
2023-04-01,9,0
2023-04-01,209,0
2023-04-01,55,0
2023-04-01,155,0
2023-04-01,40,0
2023-04-01,247,0
2023-04-01,240,0
2023-04-01,160,0
2023-04-01,255,0
2023-04-01,360,0
2023-04-01,45,0
2023-04-01,23,0
2023-04-01,1,0
2023-04-01,100,0
2023-04-01,165,0
2023-04-01,64,0
2023-04-01,85,0
2023-04-01,54,0
2023-04-01,167,0
2023-04-01,77,0
2023-04-01,174,0
2023-04-01,106,0
2023-04-01,2,0
2023-04-01,136,0
2023-04-01,84,0
2023-04-01,193,0
2023-04-01,62,0
2023-04-01,135,0
2023-04-01,239,0
2023-04-01,73,0
2023-04-01,193,0
2023-04-01,162,0
2023-04-01,117,0
2023-04-01,113,0
2023-04-01,165,0
2023-04-01,50,0
2023-04-01,112,0
2023-04-01,13,0
2023-04-01,19,0
2023-04-01,59,0
2023-04-01,26,0
2023-04-01,205,0
2023-04-01,55,0
2023-04-01,130,0
2023-04-01,59,0
2023-04-01,336,0
2023-04-01,140,0
2023-04-01,108,0
2023-04-01,226,0
2023-04-01,51,0
2023-04-01,79,0
2023-04-01,112,0
2023-04-01,284,0
2023-04-01,138,0
2023-04-01,315,0
2023-04-01,157,0
2023-04-01,164,0
2023-04-01,29,0
2023-04-01,52,0
2023-04-01,126,0
2023-04-01,122,0
2023-04-01,89,0
2023-04-01,163,0
2023-04-01,74,0
2023-04-01,239,0
2023-04-01,264,0
2023-04-01,169,0
2023-04-01,87,0
2023-04-01,8,0
